VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
2304290005,f_f000011,2,가치 김밥,2023-04-29,2023-04-29,경기 용인시 기흥구 갈곡로13번길 7,경기 용인시 기흥구 구갈동 583,127.1287047,37.2725502,,,POI01000000DZO1YV,가치김밥,0,11,Y,4,,5,5,5,
2304300001,f_f000011,6,투썸플레이스 양양 정암해변점,2023-04-30,2023-04-30,강원 양양군 강현면 동해대로 3343,강원 양양군 강현면 정암리 156-3,128.6168024,38.1368204,,,POI02001TR030377V,투썸플레이스 양양정암해변점,60,11,N,5,,5,5,5,
2304300002,f_f000011,7,설악해변,2023-04-30,2023-04-30,강원 양양군 강현면 뒷나루2길 5-8,강원 양양군 강현면 전진리 66-6,128.6233025,38.1299817,,,POI01000TR032701V,설악해변,120,1,N,9,,5,5,3,
2304300003,f_f000011,8,서프 독,2023-04-30,2023-04-30,강원 양양군 현남면 인구중앙길 79,강원 양양군 현남면 시변리 38-9,128.7595906,37.9713719,,,POI010000006BCCKL,서프독,30,11,N,2,,5,2,4,
2304300004,f_f000011,9,서피 비치,2023-04-30,2023-04-30,강원 양양군 현북면 하조대해안길 119,강원 양양군 현북면 중광정리 508,128.7172823,38.0278344,,,POI01000TR039883V,서피비치,30,1,N,1,,5,5,5,
2304300005,f_f000011,14,에이트 호텔,2023-04-30,2023-05-01,강원 양양군 강현면 동해대로 3403,강원 양양군 강현면 정암리 18-15,128.6130577,38.1413129,,,POI01000000DCG3X1,에이트,120,24,N,2,3,5,5,3,
2304300006,f_f000011,10,에이트 호텔,2023-04-30,2023-04-30,강원 양양군 강현면 동해대로 3403,강원 양양군 강현면 정암리 18-15,128.6130577,38.1413129,,,POI01000000DCG3X1,에이트,60,24,N,2,3,5,5,3,
2304300007,f_f000011,11,해마루 회 포장,2023-04-30,2023-04-30,강원 속초시 선사로1길 19,강원 속초시 조양동 1520-7,128.5904034,38.1873386,,,POI01000000CMQP1A,해마루회포장,0,11,N,2,,5,5,5,
2304300008,f_f000011,12,에이트 호텔,2023-04-30,2023-04-30,강원 양양군 강현면 동해대로 3403,강원 양양군 강현면 정암리 18-15,128.6130577,38.1413129,,,POI01000000DCG3X1,에이트,180,24,N,2,3,5,5,3,
2304300009,f_f000011,13,인생역전,2023-04-30,2023-04-30,강원 속초시 중앙시장로6길 32,강원 속초시 중앙동 473-14,128.5898614,38.2041912,,,POI01000TR035964V,인생역전,30,11,N,9,,5,3,3,
2305010001,f_f000011,20,집,2023-05-01,2023-05-02,경기 용인시 기흥구 강남서로98번길 3-8,경기 용인시 기흥구 구갈동 545-3,,,4412024,4146310200,,,300,21,,,,,,,
2305010002,f_f000011,15,인구해변,2023-05-01,2023-05-01,강원 양양군 현남면 인구항길 12,강원 양양군 현남면 인구리 630-2,128.7625133,37.9691067,,,POI01000TR011877V,인구해변,60,1,N,1,,5,5,5,
2305010003,f_f000011,16,닌 베,2023-05-01,2023-05-01,강원 양양군 현남면 인구항길 6,강원 양양군 현남면 인구리 630-7,128.7614986,37.9700696,,,POI01000000D1I4WS,닌베,30,11,N,2,,5,5,5,
2305010004,f_f000011,17,죽도해변,2023-05-01,2023-05-01,,강원 양양군 현남면 시변리,128.7607068,37.9729371,,,POI01000TR033965V,죽도해변,30,1,N,1,,5,5,5,
2305010005,f_f000011,18,서프 독,2023-05-01,2023-05-01,강원 양양군 현남면 인구중앙길 79,강원 양양군 현남면 시변리 38-9,128.7595906,37.9713719,,,POI010000006BCCKL,서프독,30,11,Y,4,,4,2,2,
2305010006,f_f000011,19,문막휴게소 주유소 인천방향,2023-05-01,2023-05-01,강원 원주시 문막읍 개나루길 13,강원 원주시 문막읍 포진리 926-1,127.817354,37.2970534,,,POI01000TR026298V,문막휴게소주유소 인천방향,30,9,N,9,,3,3,1,
2304280001,f_f000013,1,집,2023-04-28,2023-04-28,,,,,,,,,,21,,,,,,,4122012800
2304280002,f_f000013,2,처가댁,2023-04-28,2023-04-29,면온리 484,,,,,,,,60,22,,,,,,,4276034000
2304290001,f_f000013,3,CU 면온 IC 점,2023-04-29,2023-04-29,강원 평창군 봉평면 태기로 561,강원 평창군 봉평면 면온리 485-3,128.3577815,37.5640001,,,POI01000000C1NYZT,CU 면온IC점,30,10,Y,6,,5,5,5,
2304290002,f_f000013,4,평창휴게소 강릉방향,2023-04-29,2023-04-29,강원 평창군 용평면 경강로 2159-58,강원 평창군 용평면 이목정리 775,128.4529472,37.605367,,,POI01000TR015511V,평창휴게소 강릉방향,30,9,N,6,,5,5,5,
2304290003,f_f000013,7,도째비골스카이밸리,2023-04-29,2023-04-29,,강원 동해시 묵호진동 2-109,129.1191309,37.5552546,,,POI01000TR036734V,도째비골스카이밸리,30,1,N,1,,5,5,5,
2304290004,f_f000013,5,도째비골해랑전망대,2023-04-29,2023-04-29,,강원 동해시 묵호진동 13-61,129.1201741,37.5536576,,,POI01000TR014837V,도째비골해랑전망대,30,1,N,1,,5,4,5,
2304290005,f_f000013,6,청풍 횟집,2023-04-29,2023-04-29,강원 동해시 일출로 187,강원 동해시 묵호진동 2-442,129.120108,37.5589089,,,POI01000000BRVW4T,청풍횟집입구,30,11,N,2,,5,5,5,
2304290006,f_f000013,8,투썸플레이스 동해 어달 해 변점,2023-04-29,2023-04-29,강원 동해시 일출로 297,강원 동해시 어달동 141-14,129.1179178,37.5678377,,,POI01000TR015401V,투썸플레이스 동해어달해변점,60,11,N,1,,5,5,5,
2304290007,f_f000013,9,망상 해변,2023-04-29,2023-04-29,강원 동해시 동해대로 6270-10,강원 동해시 망상동 393-100,129.0904735,37.5933739,,,POI01000TR017039V,망상해변,30,1,N,9,,4,5,4,
2304290008,f_f000013,10,뚜레쥬르 진부 중앙점,2023-04-29,2023-04-29,강원 평창군 진부면 경강로 3615-1,강원 평창군 진부면 하진부리 98-1,128.5596718,37.6374721,,,POI02001TR008563V,뚜레쥬르 진부중앙점,30,10,N,9,,3,3,3,
2304290009,f_f000013,11,처가댁,2023-04-29,2023-04-30,면온리,,,,,,,,450,22,,,,,,,4276034000
2304300001,f_f000013,12,문막휴게소 주유소 인천방향,2023-04-30,2023-04-30,강원 원주시 문막읍 개나루길 13,강원 원주시 문막읍 포진리 926-1,127.817354,37.2970534,,,POI01000TR026298V,문막휴게소주유소 인천방향,30,9,N,9,,5,5,5,
2304300002,f_f000013,13,아미르,2023-04-30,2023-04-30,경기 용인시 처인구 원삼면 원양로 426,경기 용인시 처인구 원삼면 사암리 34-30,127.3100904,37.192397,,,POI01000TR040821V,라미르,60,11,Y,4,,5,5,5,
2304300003,f_f000013,14,집,2023-04-30,2023-05-01,,,,,,,,,630,21,,,,,,,4122012800
2304280001,f_f000027,1,집,2023-04-28,2023-04-28,동서로19길 56-9,,,,,,,,,21,,,,,,,4514012100
2304280002,f_f000027,2,마창대교,2023-04-28,2023-04-28,,경남 창원시 성산구 귀곡동,128.5943606,35.1631209,,,POI01000TR030038V,마창대교,30,7,N,5,,5,5,5,
2304280003,f_f000027,3,스타벅스 창원 마창대교점,2023-04-28,2023-04-28,경남 창원시 성산구 삼귀로 159,경남 창원시 성산구 귀곡동 717,128.5972457,35.170574,,,POI02001TR018199V,스타벅스 창원마창대교점,30,11,N,9,,4,4,4,
2304280004,f_f000027,4,마찰이 짬뽕 창원점,2023-04-28,2023-04-28,경남 창원시 의창구 의창대로266번길 5,경남 창원시 의창구 중동 754-3,128.6273935,35.2605587,,,POI02001TR009869V,마차이짬뽕 창원점,60,11,N,5,,4,3,3,
2304280005,f_f000027,5,지인 집,2023-04-28,2023-04-28,,,,,,,POI01000TR040630V,우도,120,1,N,11,,5,5,4,
2304280006,f_f000027,6,광안리해수욕장,2023-04-28,2023-04-28,부산 수영구 광안해변로 219,부산 수영구 광안동 192-20,129.1189761,35.1531933,,,POI01000TR030726V,광안리해수욕장,30,1,Y,1,,5,5,5,
2304280007,f_f000027,7,남천 가야 밀면,2023-04-28,2023-04-28,부산 수영구 남천동로 106,부산 수영구 남천동 6-11,129.1119204,35.1456171,,,POI01000000844PJK,남천가야밀면,30,11,N,2,,5,5,5,
2304280008,f_f000027,8,광안리해수욕장,2023-04-28,2023-04-28,부산 수영구 광안해변로 219,부산 수영구 광안동 192-20,129.1189761,35.1531933,,,POI01000TR030726V,광안리해수욕장,90,1,Y,1,,5,5,5,
2304280009,f_f000027,9,뮤직엔 비어 게스트하우스,2023-04-28,2023-04-29,경남 양산시 동면 금오11길 34-7,경남 양산시 동면 석산리 1459-11,129.0213812,35.3156175,,,POI02001TR011340V,뮤직앤비어 게스트하우스,210,24,N,7,7,5,5,5,
2304290001,f_f000027,10,양산 돼지국밥,2023-04-29,2023-04-29,경남 양산시 서일동로 17,경남 양산시 중부동 603-9,129.0363516,35.3399999,,,POI010000006T86NW,양산돼지국밥,30,11,N,2,,5,5,5,
2304290002,f_f000027,11,국립 해양 박물관,2023-04-29,2023-04-29,부산 영도구 해양로301번길 45,부산 영도구 동삼동 1156,129.0802872,35.0785177,,,POI01000000E60B1S,국립해양박물관,60,2,N,2,,4,3,5,
2304290003,f_f000027,12,동방 밀면,2023-04-29,2023-04-29,부산 영도구 꿈나무길 239,부산 영도구 영선동2가 222-1,129.0434392,35.0866837,,,POI01000000856P59,동방밀면,60,11,N,2,,5,5,5,
2304290004,f_f000027,13,카페만 디,2023-04-29,2023-04-29,부산 사하구 오작로 104-7,부산 사하구 괴정동 377-70,129.0047521,35.1003428,,,POI01000TR015506V,카페만디,120,11,N,2,,5,5,5,
2304290005,f_f000027,14,방가방가게스트하우스,2023-04-29,2023-04-29,부산 사하구 감내1로 218,부산 사하구 감천동 10-45,129.0095323,35.0971843,,,POI0100000076EM1A,방가방가게스트하우스,240,24,N,8,7,5,5,5,
2304290006,f_f000027,15,감천문화마을,2023-04-29,2023-04-29,부산 사하구 감내1로 200,부산 사하구 감천동 10-13,129.0094283,35.0963001,,,POI01000000BBU3O3,감천문화마을,60,7,N,1,,5,5,5,
2304290007,f_f000027,16,방가방가게스트하우스,2023-04-29,2023-04-30,부산 사하구 감내1로 218,부산 사하구 감천동 10-45,129.0095323,35.0971843,,,POI0100000076EM1A,방가방가게스트하우스,60,24,N,8,7,5,5,5,
2304300001,f_f000027,17,감천문화마을,2023-04-30,2023-04-30,부산 사하구 감내1로 200,부산 사하구 감천동 10-13,129.0094283,35.0963001,,,POI01000000BBU3O3,감천문화마을,60,7,Y,1,,5,5,5,
2304300002,f_f000027,18,신세계백화점 센텀시티점,2023-04-30,2023-04-30,부산 해운대구 센텀남대로 35,부산 해운대구 우동 1495,129.1290717,35.1686439,,,POI01000TR000416V,신세계백화점 센텀시티점,30,4,N,1,,4,4,4,
2304300003,f_f000027,19,딤딤섬 신세계백화점 센텀시티점,2023-04-30,2023-04-30,부산 해운대구 센텀남대로 35,부산 해운대구 우동 1495,129.1290576,35.1686892,,,POI010000006T9OYQ,CGV 센텀시티점,60,11,N,2,,4,3,5,
2304300004,f_f000027,20,고래가 어묵 본점,2023-04-30,2023-04-30,부산 부산진구 중앙대로769번길 17,부산 부산진구 부전동 272-37,129.0606171,35.1612221,,,POI01000TR014632V,고래사어묵 부산본점,30,10,N,1,,3,3,3,
2304300005,f_f000027,21,김해 낙동강 레일파크 와인동굴,2023-04-30,2023-04-30,경남 김해시 생림면 마사로473번길 41,경남 김해시 생림면 마사리 654-4,128.8208367,35.3717762,,,POI02001TR004924V,김해낙동강레일파크 와인동굴,30,13,N,1,,4,2,3,
2304300006,f_f000027,22,옥이네 뒷고기,2023-04-30,2023-04-30,경남 김해시 금관대로1204번길 24,경남 김해시 외동 1222-8,128.8562278,35.2329353,,,POI010000008YOMFR,옥이네뒷고기,60,11,N,2,,5,4,5,
2304300007,f_f000027,23,산운브루잉하우스,2023-04-30,2023-04-30,경남 김해시 전하로176번길 93-1,경남 김해시 전하동 43-12,128.8745409,35.2249235,,,POI02001TR014238V,산운브루잉하우스,30,11,N,2,,5,5,5,
2304300008,f_f000027,24,집,2023-04-30,2023-05-01,동서로19길 56-9,,,,,,,,60,21,,,,,,,4514012100
2304280001,f_f000040,2,속초관광수산시장,2023-04-28,2023-04-28,강원 속초시 중앙로147번길 16,강원 속초시 중앙동 471-4,128.5901795,38.2045436,,,POI01000TR005661V,속초관광수산시장,60,4,N,5,,5,5,5,
2304280002,f_f000040,3,포크니 테이블,2023-04-28,2023-04-28,강원 속초시 장성천길 149,강원 속초시 장사동 67,128.5475852,38.2150625,,,POI02001TR031070V,포크닉테이블,150,13,N,2,,5,5,5,
2304280007,f_f000040,1,사무실,2023-04-28,2023-04-28,노해로 459,,,,,,,,,23,,,,,,,1135010500
2304280008,f_f000040,4,한화리조트 설악 쏘라노,2023-04-28,2023-04-29,강원 속초시 미시령로2983번길 111,강원 속초시 장사동 24-1,128.5286096,38.2106242,,,POI010000006BI2DA,GS25 한화리조트설악점,60,24,N,7,4,5,5,5,
2304290001,f_f000040,5,강릉 짬뽕 순두부 동화 가든,2023-04-29,2023-04-29,청초호반로 174,강원도 속초시 교동 1021-8대,128.5799165,38.1952121,,,POI01000000ASHMYZ,강릉짬뽕순두부동화가든,60,11,N,2,,5,5,5,4221010600
2304290002,f_f000040,6,칠성 조선소,2023-04-29,2023-04-29,강원 속초시 중앙로46번길 45,강원 속초시 교동 664-110,128.5834761,38.1985393,,,POI010000006BH1HC,칠성조선소,60,4,N,2,,5,4,4,
2304290003,f_f000040,7,속초해수욕장,2023-04-29,2023-04-29,강원 속초시 해오름로 186,강원 속초시 조양동 1464-7,128.6040985,38.1900529,,,POI01000TR017253V,속초해수욕장,60,1,Y,1,,5,5,5,
2304290004,f_f000040,8,도봉 한신아파트,2023-04-29,2023-04-30,서울 도봉구 마들로 859-19,서울 도봉구 도봉동 30-1,127.0475484,37.6866928,,,POI01000000C1OVG8,도봉한신아파트,420,21,,,,,,,
2305190001,f_f000267,1,집,2023-05-19,2023-05-19,서울시 송파구 도곡로 62길 11-7 한양빌,,,,,,,,,21,,,,,,,1171010100
2305190002,f_f000267,2,서울역,2023-05-19,2023-05-19,서울 용산구 한강대로 405,서울 용산구 동자동 43-205,126.9706069,37.5546788,,,POI01000TR030428V,도원스타일 서울역점,30,9,Y,6,,4,4,4,
2305190003,f_f000267,3,진부(오대산) 역,2023-05-19,2023-05-19,강원 평창군 진부면 송정길 120,강원 평창군 진부면 송정리 1370-3,128.5743773,37.6427731,,,POI01000TR027314V,진부(오대산)역,30,9,N,6,,4,4,4,
2305190004,f_f000267,5,회동 집,2023-05-19,2023-05-19,강원 정선군 정선읍 5일장길 37-10,강원 정선군 정선읍 봉양리 344-3,128.6646463,37.3809342,,,POI01000000CMS7XQ,회동집,30,11,N,1,,5,5,5,
2305190005,f_f000267,6,카페 온스,2023-05-19,2023-05-19,강원 정선군 정선읍 정선로 1370,강원 정선군 정선읍 봉양리 359-9,128.666183,37.3798206,,,POI01000000CW4FQD,카페온스,30,11,N,9,,4,5,5,
2305190006,f_f000267,4,동강,2023-05-19,2023-05-19,,강원 정선군 정선읍 가수리,128.6294824,37.3029024,,,POI01000TR032164V,동강,60,1,N,1,,4,4,4,
2305190008,f_f000267,7,파크 로쉬리조트 앤 웰니스,2023-05-19,2023-05-20,강원 정선군 북평면 중봉길 9-12,강원 정선군 북평면 숙암리 482,128.6111324,37.4747409,,,POI01000TR015502V,파크로쉬리조트앤웰니스,480,24,N,2,4,5,5,5,
2305200001,f_f000267,8,정선 가리왕산 케이블카 숙암역,2023-05-20,2023-05-20,강원 정선군 북평면 중봉길 41-35,강원 정선군 북평면 숙암리 산 400,128.6098193,37.4741282,,,POI02001TR025551V,정선가리왕산케이블카 숙암역,150,1,N,6,,5,4,4,
2305200002,f_f000267,9,와우 대관령 한우,2023-05-20,2023-05-20,강원 평창군 진부면 까치골길 7,강원 평창군 진부면 상진부리 630-8,128.5634509,37.646868,,,POI0100000075TSB4,대관령한우타운진부점,30,11,N,6,,3,3,3,
2305200003,f_f000267,10,평창 관광센터 스페이스 창공,2023-05-20,2023-05-20,강원 평창군 진부면 송정길 110,강원 평창군 진부면 송정리 산 170-4,128.5740004,37.6423061,,,POI01000TR015161V,평창관광센터 스페이스창공,60,12,N,7,,5,5,5,
2305200004,f_f000267,11,청량리역,2023-05-20,2023-05-21,서울 동대문구 왕산로 214,서울 동대문구 전농동 591-53,127.0485044,37.5807329,,,POI01000TR012315V,청량리역,330,21,,,,,,,1171010100
2305190001,f_f000291,1,집,2023-05-19,2023-05-19,김해대로1870,,,,,,,,,21,,,,,,,4825010700
2305190002,f_f000291,5,집,2023-05-19,2023-05-20,김해대로1870,,,,,,,,270,21,,,,,,,4825010700
2305190003,f_f000291,2,부산역,2023-05-19,2023-05-19,부산 동구 중앙대로 206,부산 동구 초량동 1187-1,129.0414192,35.1151092,,,POI01000TR040141V,부산역,30,9,Y,6,,4,4,4,
2305190004,f_f000291,3,동백 섬,2023-05-19,2023-05-19,,부산 해운대구 우동 708-3,129.15229,35.1539431,,,POI01000TR033041V,동백섬,90,7,Y,1,,5,5,5,
2305190005,f_f000291,4,부산 시립미술관,2023-05-19,2023-05-19,부산 해운대구 APEC로 58,부산 해운대구 우동 1413,129.1370368,35.1667103,,,POI01000000E1BBNK,부산시립미술관,60,3,N,10,,5,5,5,
2305200001,f_f000338,1,집,2023-05-20,2023-05-20,관저북로 14 원앙마을 4단지,,,,,,,,,21,,,,,,,3017011600
2305200002,f_f000338,7,상주장호스텔,2023-05-20,2023-05-21,경남 남해군 상주면 남해대로697번길 22-1,경남 남해군 상주면 상주리 1318,127.9864479,34.7220975,,,POI02001TR014637V,상주장호스텔,330,24,Y,4,7,5,5,5,
2305200003,f_f000338,2,산청휴게소 통영방향,2023-05-20,2023-05-20,경남 산청군 단성면 통영대전고속도로 77,경남 산청군 단성면 방목리 산 68-12,127.9370245,35.3335046,,,POI01000TR007756V,산청휴게소 통영방향,60,9,N,9,,5,5,5,
2305200004,f_f000338,3,남해가,2023-05-20,2023-05-20,경남 남해군 설천면 남해대로 4216,경남 남해군 설천면 노량리 443-18,127.872408,34.940712,,,POI01000000BW8BL7,남해각,30,3,N,2,,5,5,5,
2305200005,f_f000338,4,남해양모라이 학교,2023-05-20,2023-05-20,경남 남해군 설천면 설천로775번길 256-17,경남 남해군 설천면 문의리 산 181-2,127.8979629,34.9323109,,,POI01000000B786IA,남해상상양떼목장편백숲,60,13,N,2,,5,5,5,
2305200006,f_f000338,5,브레드 멜,2023-05-20,2023-05-20,경남 남해군 남면 남서대로 788,경남 남해군 남면 당항리 1493-3,127.8857508,34.7715415,,,POI01000TR019815V,브레드멜,30,11,N,2,,5,5,5,
2305200007,f_f000338,6,상주 은모래비치,2023-05-20,2023-05-20,경남 남해군 상주면 상주로 10-3,경남 남해군 상주면 상주리 1136-1,127.9887668,34.7206365,,,POI01000TR016729V,상주은모래비치,30,1,Y,4,,5,5,5,
2305210001,f_f000338,12,집,2023-05-21,2023-05-22,관저북로 14 원앙마을 4단지,,,,,,,,510,21,,,,,,,3017011600
2305210002,f_f000338,8,상주 은모래비치,2023-05-21,2023-05-21,경남 남해군 상주면 상주로 10-3,경남 남해군 상주면 상주리 1136-1,127.9887668,34.7206365,,,POI01000TR016729V,상주은모래비치,30,1,Y,4,,5,5,5,
2305210003,f_f000338,9,채 두 식당,2023-05-21,2023-05-21,경남 남해군 상주면 남해대로 918-6,경남 남해군 상주면 상주리 2064-40,127.9847657,34.7394987,,,POI01000TR029771V,재두식당,30,11,N,2,,5,5,5,
2305210004,f_f000338,10,솟대 하우스,2023-05-21,2023-05-21,경남 남해군 상주면 남해대로1299번길 35-20,경남 남해군 상주면 양아리 1853-2,127.9497169,34.7425443,,,POI010000006YF0R6,솟대하우스,30,11,N,9,,5,5,5,
2305210005,f_f000338,11,사천휴게소 부산방향,2023-05-21,2023-05-21,경남 사천시 곤양면 서삼로 619,경남 사천시 곤양면 묵곡리 170,128.0108197,35.0732583,,,POI01000000B7RIPC,사천휴게소 부산방향,30,9,N,9,,5,5,5,
2305190001,f_f000382,1,집,2023-05-19,2023-05-19,율하시티프라디움,,,,,,,,,21,,,,,,,2714011900
2305190002,f_f000382,2,베스트루이스해밀턴호텔 오션 테라스,2023-05-19,2023-05-19,부산 기장군 기장읍 연화1길 27,,129.2223379,35.213817,,,POI02001TR012355V,베스트루이스 해밀턴호텔,30,7,N,8,,4,3,3,2671025029
2305190003,f_f000382,3,안초비 블루스,2023-05-19,2023-05-19,부산 기장군 기장읍 두호1길 2-7,부산 기장군 기장읍 죽성리 202-1,129.2476365,35.2406776,,,POI02001TR020597V,엔쵸비블루스,90,4,N,2,,4,3,3,
2305190004,f_f000382,4,이케아 동부산점,2023-05-19,2023-05-19,부산 기장군 기장읍 동부산관광3로 17,부산 기장군 기장읍 당사리 532,129.2104793,35.1907965,,,POI01000TR014886V,이케아 동부산점,60,4,Y,4,,5,5,5,
2305190006,f_f000382,5,베스트루이스해밀턴호텔 오션 테라스,2023-05-19,2023-05-20,부산 기장군 기장읍 연화1길 27,부산 기장군 기장읍 연화리 376-4,129.2223342,35.2138249,,,POI010000006TE6M1,베스트루이스해밀턴호텔 오션테라스,300,24,N,5,1,5,5,5,2714011900
2305200001,f_f000382,6,집,2023-05-20,2023-05-21,율하시티프라디움,,,,,,,,840,21,,,,,,,2714011900
2305190001,f_f000384,1,집,2023-05-19,2023-05-19,대하로 150 우미린아파트,,,,,,,,,21,,,,,,,4375025325
2305190002,f_f000384,2,신다리,2023-05-19,2023-05-19,강원 삼척시 진주로 30-49,강원 삼척시 남양동 33-19,129.1653629,37.4435222,,,POI010000007G2I8B,신다리입구,30,11,N,2,,5,5,5,
2305190003,f_f000384,3,삼척 중앙시장,2023-05-19,2023-05-19,강원 삼척시 진주로 12-21,강원 삼척시 남양동 55-4,129.165194,37.4420948,,,POI010000008LH0CI,삼척중앙시장,60,4,N,2,,4,3,3,
2305190004,f_f000384,4,추암 촛대바위,2023-05-19,2023-05-19,,강원 동해시 추암동 산 69,129.1598675,37.4792242,,,POI01000TR027331V,추암촛대바위,30,1,N,1,,5,5,5,
2305190010,f_f000384,5,어썸 비치,2023-05-19,2023-05-20,강원 삼척시 근덕면 초곡길 380,,129.2875754,37.3095444,,,POI02001TR020310V,어썸비치,540,24,N,5,5,5,4,4,4375025325
2305200001,f_f000384,6,삼척 해상 케이블카 용화역,2023-05-20,2023-05-20,강원 삼척시 근덕면 삼척로 2154-31,강원 삼척시 근덕면 용화리 6,129.3082554,37.2891165,,,POI01000TR042146V,삼척해상케이블카 용화역,90,13,N,2,,3,3,3,
