TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
f_f012976,2309100001,1,0,0,1,2,1826000534,이디야,강원특별자치도 강릉시 경포로463번길 23,강원특별자치도 강릉시 안현동 861-8,4460151,5115013800,2023-09-10 11:25,1,6400,(L)ICED 아메리카노,
f_f010099,2308240006,1,0,0,1,2,1225053326,해빙모먼트,부산 영도구 절영로 196,부산 영도구 영선동4가 612,3128020,2620011100,2023-08-24 18:43,1,6500,흑임자 크림라떼 ,
f_f000979,2305280001,3,0,0,1,4,2258218099,영월군시설관리공단(고씨굴),강원 영월군 김삿갓면 영월동로 1117,강원 영월군 김삿갓면 진별리 506-1,3227016,4275032521,2023-05-28 11:15,1,12000,입장권,
f_f004947,2308010002,1,0,0,1,2,1338602980,클럽디 오아시스,부산 해운대구 달맞이길 30,,4199011,2635010600,2023-08-01 16:43,1,12000,치즈 츄러스;맥반석 계란;식혜,
f_f008113,2308220006,3,0,0,2,2,7578500331,메가박스,대구 동구 동부로 149,대구 동구 신천동 1506,3142009,2714010200,2023-08-22 16:00,1,18800,러브콤보;더블카라멜+갈릭L,
f_f012426,2309110006,1,0,0,1,2,7173101208,인필드,강원특별자치도 춘천시 동면 가락재로 40,,3013015,5111031024,2023-09-11 14:11,1,16300,아메리카노;캐모마일 티;축구공빵,
f_f013422,2309100006,1,1,1,1,2,8430202277,통툰만화카페,강원특별자치도 강릉시 신대학길 17,,4460616,5115010600,2023-09-10 18:34,1,16400,1시간(A세트);체리콕(콜라);플레인요거트스무디,
f_f004760,2307280008,1,0,0,1,1,2148608930,양평(여주)휴게소,경기 양평군 양동면 송석2길 52,,4451730,4183038028,2023-07-28 19:08,1,20000,김치볶음밥;충청도식돼지짜글이비빔밥,
f_f006004,2308240009,1,0,0,1,1,5220602271,청온차,경북 경주시 포석로1079번길 8-5,경북 경주시 사정동 29-1,4716230,4713010900,2023-08-24 19:36,1,23000,물회;들기름 비빔,
f_f003631,2307010003,1,0,0,1,4,4330802072,봉평막국수,강원특별자치도 평창군 봉평면 문학숲길 9,강원특별자치도 평창군 봉평면 창동리 601,4484136,5176034021,2023-07-01 17:41,1,25000,물막국수;메밀묵사발;감자부침,
f_f002486,2306040002,1,0,0,1,2,3788102138,카페웨더,경기 하남시 검단산로 228-8,경기 하남시 창우동 287-1,3202009,4145010300,2023-06-04 12:42,1,30000,콘크럼블치즈 케이크;잠보아 오픈토스트;아메리카노;레드자몽에이드,
f_f006888,2308160004,1,0,0,1,2,6100240161,고향해물횟집,울산 울주군 서생면 진하해변길 2,울산 울주군 서생면 진하리 68-1,4319994,3171031028,2023-08-16 12:16,1,30000,,
f_f001245,2305270004,1,0,0,1,2,2862501794,구룡포 돌짜장.짬뽕,경북 포항시 남구 구룡포읍 호미로 16,경북 포항시 남구 구룡포읍 병포리 364,3303064,4711125028,2023-05-27 12:09,1,40000,,
f_f001184,2306050001,2,1,1,1,4,5050394362,황남빵,경북 경주시 태종로 783,경북 경주시 황오동 347-1,3305061,4713010500,2023-06-05 12:04,1,40000,,
f_f001380,2306030004,1,0,0,1,3,7750200618,루안,경북 상주시 중앙로 177-7,경북 상주시 서문동 130-1,3303047,4725010800,2023-06-03 18:48,1,50000,루안A코스,
f_f002600,2306090004,1,0,0,1,3,2261124274,제주해인,강원특별자치도 강릉시 사천면 진리해변길 68-9,강원특별자치도 강릉시 사천면 사천진리 2-94,4460926,5115036025,2023-06-09 12:48,1,50000,멍게비빔밥;광어덮밥,
f_f011949,2309020002,1,0,0,1,3,2220964529,기와집갈비,강원특별자치도 태백시 짐대배기2길 4,강원특별자치도 태백시 황지동 187,4466185,5119010100,2023-09-02 13:04,1,70000,양념고기;21곡밥;비;물꼽;우거지된장찌개+밥,
e_e005633,2307280005,1,0,0,0,2,,송다찌동,259-26,,,,,1,21800,,2714010100
e_e005633,2307260003,1,0,0,1,2,2074000970,짱고집,서울 송파구 백제고분로7길 56,서울 송파구 잠실동 185-12,4169204,1171010100,2023-07-26 16:20,1,27000,돼지김치구이/소;공기밥,
e_e005633,2307260005,1,0,0,1,2,6146100402,GS25,서울 송파구 한가람로 65,서울 송파구 잠실동 1-1,3123020,1171010100,2023-07-26 19:31,1,6900,판)진라면매운;Y)얼음컵L;Y)블루레몬,
e_e005633,2307270001,1,0,0,1,2,2198500014,(주)호텔롯데 롯데월드,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,3123023,1171010100,2023-07-27 14:23,1,21500,도.피)슈퍼디럭스 오리지널M,
e_e005633,2307270003,1,0,0,1,2,6928601928,이성원쉐프의청년감자탕,서울 송파구 오금로19길 5,서울 송파구 방이동 110-12,4169380,1171011100,2023-07-27 21:31,1,30000,공기밥;감자탕(소) ,
e_e005633,2307280001,1,0,0,1,2,6788502282,쉐이크쉑,서울 송파구 올림픽로 269,서울 송파구 신천동 7-18,3123023,1171010200,2023-07-28 13:06,1,34200,SHACK;Chick'n Shack;FR Fries;Choc shake;Str shake,
e_e005633,2307260002,2,0,0,1,2,6130888278,파리바게뜨,경남 진주시 가좌길74번길 4,경남 진주시 가좌동 1436-1,4796013,4817013100,2023-07-26 10:13,1,3900,롱롱소시지빵,
e_e005633,2307260004,3,0,0,1,2,4393600018,도그존,서울 송파구 올림픽로12길 28,서울 송파구 잠실동 204-8,4169427,1171010100,2023-07-02 16:28,1,18000,입장권,
e_e005633,2307260005,1,0,0,2,2,6146100402,GS25,서울 송파구 한가람로 65,서울 송파구 잠실동 1-1,3123020,1171010100,2023-07-26 19:30,1,5500,판)너구리얼큰;초코에몽,
e_e005633,2307260002,2,1,1,0,2,,CU 진주가좌점,1439-1,,,,,4,700,,4817013100
e_e005633,2307270001,3,1,1,0,2,,롯데월드,40-1,,,,,1,62000,,1171010100
e_e005633,2307260003,6,2,2,0,2,,잠실새내역 2호선,33,,,,,1,6000,,1171010100
e_e005633,2307270001,1,2,2,1,2,2198500014,(주)호텔롯데 롯데월드,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,3123023,1171010100,2023-07-27 14:33,1,13000,츄로빅-주;빅)클래식아이스초코,
e_e005633,2307270001,1,3,3,1,2,2118895935,폴바셋,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,3123023,1171010100,2023-07-27 16:00,1,9000,초콜릿 혼합 IC (컵) ,
f_f000011,2304300008,1,0,0,0,2,,해마루회포장,1520-7,,,,,5,35000,,4221010800
f_f000011,2304290003,1,0,0,1,2,3442000252,본점장터순대국,강원 속초시 중앙로129번길 35-16,강원 속초시 금호동 492-17,4469219,4221010400,2023-04-29 20:33,1,26000,,
f_f000011,2304300001,1,0,0,1,2,6463600687,투썸플레이스 양양정암해변점,강원 양양군 강현면 동해대로 3343,강원 양양군 강현면 정암리 156-3,2000023,4283035036,2023-04-30 10:16,1,11000,라떼(L);아이스라떼(L),
f_f000011,2305010003,1,0,0,1,2,2250962568,닌베,강원 양양군 현남면 인구항길 6,강원 양양군 현남면 인구리 630-7,4505164,4283034021,2023-05-01 13:10,3,12000,밀크팥빙수,
f_f000011,2305010005,1,0,0,1,2,8585800491,서프독,강원 양양군 현남면 인구중앙길 79,,4505163,4283034024,2023-05-01 14:09,1,16000,불고기핫도그;머슈룸앤베이컨,
f_f000011,2305010006,1,0,0,1,2,4048114549,문막(인천)휴_참바다,강원 원주시 문막읍 개나루길 13,,4457024,4213025028,2023-05-01 17:13,1,8000,짜면밥(짜장면+밥),
f_f000011,2304290005,2,0,0,1,2,1032700801,가치김밥,경기 용인시 기흥구 갈곡로13번길 7,경기 용인시 기흥구 구갈동 583,4412002,4146310200,2023-04-29 16:16,1,10000,참치김밥,
f_f000011,2304300003,1,1,1,1,2,8585800491,서프독,강원 양양군 현남면 인구중앙길 79,,4505163,4283034024,2023-04-30 15:04,1,15000,치즈독;하와이안독;콜라(캔),
f_f000011,2304300005,1,5,5,1,2,1844900307,인생역전,강원 속초시 중앙시장로6길 32,,4469248,4221010300,2023-04-30 21:15,1,26000,,
f_f000011,2304300005,1,5,5,2,2,1844900307,인생역전,강원 속초시 중앙시장로6길 32,,4469248,4221010300,2023-04-30 21:16,1,10000,,
f_f000013,2304290002,1,0,0,1,3,1268105325,평창(강릉)휴게소 ,강원 평창군 용평면 경강로 2159-58,강원 평창군 용평면 이목정리 778,3000145,4276035022,2023-04-29 09:27,1,31000,야채튀김우동;꼬치어묵우동;김치라면(진);공기밥,
f_f000013,2304290005,1,0,0,1,3,2222500388,청풍회집,강원 동해시 녹등길 14-1,강원 동해시 묵호진동 2-20,4463039,4217012300,2023-04-29 12:44,1,104000,,
f_f000013,2304290006,1,0,0,1,3,2803200024,투썸플레이스,강원 동해시 일출로 297,강원 동해시 어달동 141-14,3221030,4217012700,2023-04-29 13:05,1,42400,스페니쉬연유라떼(R);떠먹는스트로베리초콜릿;떠먹는딸기레어치즈;아메리카노아로마노트(R);올-타임콜드브루(L);신촌커피(R),
f_f000013,2304300002,1,0,0,1,3,7258801824,라미르,경기 용인시 처인구 원삼면 원양로 426,경기 용인시 처인구 원삼면 사암리 34-30,3203099,4146134022,2023-04-30 11:54,1,32200,아이스카페라떼;아이스 윤슬;뽀로로주스;치즈프레첼;크룽지,
f_f000013,2304290001,2,0,0,1,3,2241281766,CU 면온IC점,강원 평창군 봉평면 태기로 561,강원 평창군 봉평면 면온리 485-3,3228037,4276034025,2023-04-29 00:00,1,8050,서울)흰우유1L;아쌈솔트밀크티,
f_f000013,2304290008,2,0,0,1,3,2260270795,뚜레쥬르 진부중앙,강원 평창군 진부면 경강로 3605,강원 평창군 진부면 하진부리 105-3,3000145,4276036021,2023-04-29 15:24,1,32900,뚜레쥬르올스타케이크;숫자초(별),
f_f000013,2304290003,3,0,0,1,3,,도째비골 스카이밸리,강원 동해시 덕장1길 19-15,강원 동해시 묵호진동 1-23,4463061,4217012300,2023-04-29 11:07,1,2000,입장권,
f_f000013,2304290002,1,0,0,2,3,1268105325,평창(강릉)휴게소,강원 평창군 용평면 경강로 2159-58,강원 평창군 용평면 이목정리 778,3000145,4276035022,2023-04-29 09:47,1,5600,동서보리차-경인;박카스젤리-삼육,
f_f000013,2304290006,1,0,0,2,3,2803200024,동해어달해변점,강원 동해시 일출로 297,강원 동해시 어달동 141-14,3221030,4217012700,2023-04-29 13:15,1,5800,키위바나나주스(L),
f_f000013,2304290001,2,0,0,2,3,2241281766,CU,강원 평창군 봉평면 태기로 561,강원 평창군 봉평면 면온리 485-3,3228037,4276034025,2023-04-29 00:00,1,3800,칠성사이다,
f_f000027,2304280003,1,0,0,1,1,2018121515,스타벅스,경남 창원시 성산구 삼귀로 159,경남 창원시 성산구 귀곡동 717,3328019,4812312100,2023-04-28 11:11,1,13900,I-T)아메리카노;I-G)아메리카노;에그에그 SW,
f_f000027,2304280004,1,0,0,1,1,8750201014,마차이짬뽕 창원점,경남 창원시 의창구 의창대로266번길 5,경남 창원시 의창구 중동 754-3,4781532,4812110200,2023-04-28 12:22,1,40000,고기짬뽕;짜장;탕수육(미니),
f_f000027,2304280007,1,0,0,1,1,6170891547,남천가야밀면,부산 수영구 남천동로 106,부산 수영구 남천동 6-11,3138008,2650010500,2023-04-28 18:03,1,21500,물밀면;비빔밀면;만두(1인),
f_f000027,2304290001,1,0,0,1,1,6210871633,양산돼지국밥,경남 양산시 서일동로 17,경남 양산시 중부동 603-9,3338042,4833010300,2023-04-29 10:33,1,17500,,
f_f000027,2304290003,1,0,0,1,1,5272301051,동방밀면,부산 영도구 꿈나무길 239,부산 영도구 영선동2가 222-1,4184016,2620010900,2023-04-29 13:00,1,10500,짜장면;밀면,
f_f000027,2304290004,1,0,0,1,1,6872900813,카페만디,부산 사하구 오작로 104-7,부산 사하구 괴정동 377-70,3134020,2638010100,2023-04-29 14:51,1,19000,아메리카노ICE;딸기생크림케이크,
f_f000027,2304290005,1,0,0,1,1,2132601304,김해통닭괴정점,부산 사하구 사하로166번길 5,부산 사하구 괴정동 475-14,4202310,2638010100,2023-04-29 19:25,1,29500,,
f_f000027,2304300003,1,0,0,1,1,2668500780,딤딤섬,부산 해운대구 센텀남대로 35,부산 해운대구 우동 1495,2133001,2635010500,2023-04-30 13:42,1,45500,딤딤섬 ,
f_f000027,2304300006,1,0,0,1,1,6151946697,옥이네뒷고기,경남 김해시 금관대로1204번길 24,경남 김해시 외동 1222-8,4805125,4825010900,2023-04-30 19:08,1,29000,,
f_f000027,2304300007,1,0,0,1,1,8025200593,산운 브루잉하우스,경남 김해시 전하로176번길 93-1,경남 김해시 전하동 43-12,4805711,4825011500,2023-04-30 19:21,1,7000,핸드드립;ICE,
f_f000027,2304290005,1,0,0,2,1,4885500156,GS25,부산 사하구 오작로 145,부산 사하구 괴정동 350-38,3134020,2638010100,2023-04-29 16:15,1,7800,필굿엑스트라;트레비레몬,
f_f000027,2304300005,1,1,1,1,1,6328700434,(주)산딸기닷컴터널(카페),경남 김해시 생림면 마사로473번길 41,,4805342,4825035025,2023-04-30 17:00,1,6800,베리파르페,
f_f000027,2304300004,2,1,1,1,1,6738100466,부산어묵고래사,부산 부산진구 중앙대로 769,부산 부산진구 부전동 341-62,2000010,2623010300,2023-04-30 15:19,1,28300,"프리미엄(순,매);모듬스프;게다리어묵;맛살/통깻잎/떡밀;수제볼;소세지말이;보냉가방",
f_f000027,2304300005,3,2,2,1,1,8248102515,주식회사 인터파크,,,,,2023-04-30 00:00,1,4000,김해낙동강레일파크(와인동굴),
f_f000040,2304280001,1,0,0,1,8,5053494221,호떡,강원 속초시 중앙로129번길 62,,4469219,4221010300,2023-04-28 19:15,1,6000,,
f_f000040,2304280002,1,0,0,1,8,3290802114,포크닉테이블,강원 속초시 장성천길 149,강원 속초시 장사동 67,4013017,4221011300,2023-04-28 20:20,1,323800,오뚜기밥;마시멜로;음료PET(대);맥주(큰캔);맥주(병),
f_f000040,2304280008,1,0,0,1,8,1391701270,GS25,강원 속초시 미시령로2983번길 111,강원 속초시 장사동 24-1,4469063,4221011300,2023-04-28 00:00,1,68400,백산수2L(6입);테라페트1.9L;새로병360ML;촉촉버터오징어;꼬북칩크런치즈,
f_f000040,2304290001,1,0,0,1,8,7495400302,강릉짬뽕순두부동화가든,강원 속초시 청초호반로 174,강원 속초시 교동 1021-8,3223018,4221010600,2023-04-29 10:51,1,146000,짬뽕순두부;모두부반모;모두부한모,
f_f000040,2304290002,1,0,0,1,8,1768801997,(주)칠성조선소,강원 속초시 중앙로46번길 45,,4469234,4221010600,2023-04-29 00:00,1,94500,ICED 타오;콜드바닐라빈라테;HOT포트;HOT카페라테;ICED카페라테,
f_f000040,2304280002,1,0,0,2,8,2279841641,동해조개,강원 속초시 중앙로147번길 16,강원 속초시 중앙동 471-4,4469221,4221010300,2023-04-28 19:01,1,58000,,
f_f000040,2304280002,1,0,0,3,8,6012070272,은희네대게회집,강원 속초시 중앙로147번길 16,강원 속초시 중앙동 471-4,4469221,4221010300,2023-04-28 19:06,1,100000,,
f_f000267,2305200002,1,0,0,0,1,,와우대관령한우,까치골길 7,,,,,1,32000,,4276036000
f_f000267,2305190004,1,0,0,1,1,5010546052,회동집,강원 정선군 정선읍 5일장길 37-10,강원 정선군 정선읍 봉양리 344-3,4487001,4277025021,2023-05-19 12:33,1,18000,,
f_f000267,2305190005,1,0,0,1,1,6991601417,카페온스,강원 정선군 정선읍 정선로 1370,,3229023,4277025021,2023-05-19 12:45,1,10000,오미자에이드;H오곡라떼,
f_f000267,2305190008,1,0,0,1,1,5968500906,파크로쉬,강원 정선군 북평면 중봉길 9-12,,4487337,4277034026,2023-05-19 17:55,1,29000,마르게리타;갈바니나 블,
f_f000267,2305200001,3,0,0,1,1,1138610017,가리왕산케이블,강원 정선군 북평면 중봉길 41-35,,4487337,4277034026,2023-05-20 11:11,1,10000,탑승권구입,
f_f000291,2305190003,1,0,0,1,1,2018121515,스타벅스,부산 동구 중앙대로196번길 10,,4181413,2617010100,2023-05-19 12:03,1,10800,바비큐 치킨SW;I-G)아메리카노,
f_f000291,2305190005,1,0,0,5,1,7210601414,아첸투스(accentus),부산 해운대구 APEC로 58,,3133044,2635010500,2023-05-19 16:33,1,5500,자몽에이드,
f_f000291,2305190004,1,2,2,0,1,,풍원장꼬막,1408,,,,,1,20000,,2635010500
f_f000338,2305200003,1,0,0,1,2,6138507451,산청(통영)휴게소,경남 산청군 단성면 통영대전고속도로 77,경남 산청군 단성면 방목리 366-3,1000016,4886037023,2023-05-20 11:44,1,15500,등심돈가스(표준레시피);떡만두라면,
f_f000338,2305200006,1,0,0,1,2,1503001524,남해제과 브레드멜,경남 남해군 남면 남서대로 788,경남 남해군 남면 당항리 1493-3,2343001,4884035021,2023-05-20 15:28,1,12500,보리커피(ICE);멜크림,
f_f000338,2305210003,1,0,0,1,2,6132346140,재두식당,경남 남해군 상주면 남해대로 918-13,경남 남해군 상주면 상주리 산 261-1,2343003,4884032022,2023-05-21 11:34,1,37000,,
f_f000338,2305210004,1,0,0,1,2,6132294247,솟대,경남 남해군 상주면 남해대로1299번길 35-20,경남 남해군 상주면 양아리 1853-2,4829113,4884032021,2023-05-21 11:46,1,11000,,
f_f000338,2305200005,3,0,0,1,2,6132257956,양모리학교,경남 남해군 설천면 설천로775번길 256-17,경남 남해군 설천면 문의리 산 181-2,4829324,4884038026,2023-05-20 13:49,1,10000,,
f_f000338,2305200002,1,1,1,1,2,3420301898,유서방 회 떠가시다,경남 남해군 미조면 미조로 318,경남 남해군 미조면 미조리 184-50,3343017,4884034022,2023-05-20 17:36,1,40000,모듬회4,
f_f000382,2305190004,1,0,0,0,4,,이케아 동부산점,동부산관광3로 17,,,,,4,3200,,2671025000
f_f000382,2305190006,1,0,0,0,4,,Cu기장연화리점,377,,,,,4,3000,,2671025029
f_f000382,2305190003,1,0,0,1,4,5870802141,엔쵸비 블루스,부산 기장군 기장읍 두호1길 2-7,부산 기장군 기장읍 죽성리 202-1,4220084,2671025024,2023-05-19 10:55,1,59200,더블치즈버거SET;엔쵸비버거SET;카페라떼;바닐라빈라떼;노아쥬스,
f_f000382,2305190004,2,1,1,1,4,1068682871,이케아코리아,부산 기장군 기장읍 동부산관광3로 17,,3350896,2671025032,2023-05-19 18:52,1,26600,롤도화지;블로빙아드 컬러링페이퍼롤;색연필 혼합 색상;포스터 물감,
f_f000384,2305190002,1,0,0,1,2,2220676188,신다리,강원 삼척시 진주로 30-49,강원 삼척시 남양동 33-19,3224029,4223012000,2023-05-19 12:13,1,12000,,
f_f000384,2305190004,1,0,0,1,2,2261155194,물방울 이야기,강원 동해시 촛대바위길 8,강원 동해시 추암동 1-3,4463203,4217011400,2023-05-19 13:52,1,12000,,
f_f000384,2305200004,1,0,0,1,2,8834000416,얼(EARL),강원 삼척시 테마타운길 59,강원 삼척시 갈천동 14,4472329,4223010700,2023-05-20 14:51,1,15300,아몬드크림라떼;화이트 템플;더티초코마들렌,
f_f000384,2305200001,3,0,0,1,2,2228304365,삼척케이블카,강원 삼척시 근덕면 삼척로 2154-31,,3224019,4223031033,2023-05-20 10:12,1,20000,탑승권구입,
f_f000384,2305200002,3,0,0,1,2,8038702451,장호1리 어촌계영어조합법인,강원 삼척시 근덕면 장호길 122,,4472278,4223031034,2023-05-20 11:46,1,25000,카누 이용권,
f_f000384,2305200002,1,1,1,1,2,6691901080,마카올래,강원 삼척시 근덕면 장호항길 120,,4472282,4223031034,2023-05-20 12:51,1,59000,물회;회덮밥;전복물회,
f_f000384,2305190003,2,1,1,1,2,4301500883,부영닭강정,강원 삼척시 진주로 12-21,,3224029,4223012000,2023-05-19 12:31,1,20000,,
f_f000384,2305190010,2,1,1,1,2,4560801284,삼척꽈배기,강원 삼척시 근덕면 삼척로 3657,강원 삼척시 근덕면 교가리 651-11,3224019,4223031024,2023-05-19 14:39,1,8000,,
f_f000384,2305190010,6,2,2,0,2,,어썸비치,초곡길 380,,,,,5,30000,,4223031000
f_f000429,2305190005,1,0,0,1,3,6728601619,이재모피자 광복점,부산 중구 광복중앙로 31,,3125002,2611012700,2023-05-19 14:08,1,45000,"이재모크러스트(L, 전부 치즈 크러스트);탄산음료",
f_f000429,2305190008,1,0,0,1,3,1198685156,브롱스,부산 수영구 광안해변로 217,부산 수영구 광안동 193-1,3138005,2650010400,2023-05-19 19:32,1,29800,먹태 구이;살얼음 수제맥주(라거);씨그램 라임,
f_f000429,2305200004,1,0,0,1,3,6173616712,자갈치횟집,부산 수영구 수영로702번길 28,부산 수영구 광안동 75-2,4214298,2650010400,2023-05-20 14:15,1,95000,모듬회(중)3인;소주,
f_f000429,2305200006,1,0,0,1,3,2018121515,스타벅스,부산 사하구 다대로 714,부산 사하구 다대동 1548-42,3134007,2638010600,2023-05-20 18:13,1,13000,I-T)DCF아메리카노;그릭요거트플레인;케일사과주스,
f_f000429,2305210001,1,0,0,1,3,2018121515,스타벅스,부산 수영구 광안해변로 247,부산 수영구 민락동 178-19,3138005,2650010300,2023-05-21 11:38,3,15300,T)L키위라임B;I-T)아메리카노;T)아메리카노,
f_f000429,2305210004,1,0,0,1,3,4564200770,본죽&비빔밥 ,부산 해운대구 마린시티2로 47,부산 해운대구 우동 1410,3133004,2635010500,2023-05-21 17:29,1,23000,돌솥 제육볶음;돌솥 매콤낙지,
f_f000429,2305200001,2,0,0,1,3,7328101987,Taps,부산 해운대구 중동2로34번길 15,,4199241,2635010600,2023-05-20 10:25,1,20000,캡슐액자,
f_f000429,2305200002,2,0,0,1,3,2018121515,그랜드조선,부산 해운대구 해운대해변로 292,부산 해운대구 중동 1405-16,3133043,2635010600,2023-05-20 11:37,3,18800,T)카페라떼하;T)바닐라C콜드브루;(T)망고패션티B;루한컵레드,
f_f000429,2305210003,3,0,0,2,3,4011238075,해운대 요트투어 요트가이,부산 해운대구 해운대해변로 52,부산 해운대구 우동 1393,3133043,2635010500,2023-05-16 08:40,1,39000,부산요트투어 해운대 광안리 요트 체험 대여 더베이101 요트가이,
f_f000429,2305210003,3,0,0,3,3,4011238075,해운대 요트투어 요트가이,부산 해운대구 해운대해변로 52,부산 해운대구 우동 1393,3133043,2635010500,2023-05-16 08:41,1,20000,부산요트투어 해운대 광안리 요트체험 대여 더베이101요트가이,
f_f000429,2305200001,3,1,1,2,3,2598700262,해운대블루라인(주),부산 해운대구 청사포로 116,,3133042,2635010600,2023-05-08 19:18,1,45000,스카이캡슐미포출발청사포도착,
f_f000433,2306020002,1,0,0,1,1,1318556178,서가앤쿡(침산점),대구 북구 호암로 51,대구 북구 침산동 1757,3145054,2723010600,2023-06-02 20:17,1,37500,,
f_f000433,2306020003,1,0,0,1,1,6291901345,핸즈커피수성못점,대구 수성구 용학로 106-5,대구 수성구 두산동 853-1,3146020,2726011100,2023-06-02 20:50,1,19800,생망고눈꽃빙수,
f_f000433,2306030003,1,0,0,1,1,2871501240,큐,,,,,2023-06-03 16:15,1,17000,초코라떼(ICE);카페라떼(ICE);생크림케익,
f_f000433,2306040001,1,0,0,1,1,5042742076,유가네닭갈비 경북대점,대구 북구 대학로17길 8,대구 북구 산격동 1327-7,4235144,2723011100,2023-06-04 13:17,1,25000,콘치즈닭갈비;우동면사리;라면사리,
f_f000433,2306040003,1,0,0,1,1,3045600383,물치상회,경북 울진군 후포면 울진대게로 289-1,경북 울진군 후포면 후포리 559-29,3325021,4793038021,2023-06-04 17:22,1,11000,흑임자 라떼;아이스티,
f_f000433,2306030004,2,0,0,1,1,5028617068,(주)신세계 동대구 복합환승센터,대구 동구 동부로 149,대구 동구 신천동 1506,3142009,2714010200,2023-06-03 20:19,3,44800,팩토리(잡화);팩토리(남성/스포츠),
f_f000433,2306030001,1,1,1,1,1,4205300739,등촌샤브칼국수,대구 북구 침산남로 56,대구 북구 노원동1가 9-1,3145043,2723010700,2023-06-03 14:46,1,40000,버섯칼국수;소고기샤브,
f_f000433,2306030005,1,1,1,1,1,2018189723,KFC,대구 수성구 동대구로 155,대구 수성구 황금동 782,3007004,2726010700,2023-06-03 20:59,1,18900,헬짱버거팩,
f_f000433,2306030004,2,2,2,1,1,8098101574,CJ올리브영(주),대구 동구 동부로 149,대구 동구 신천동 1506,3142009,2714010200,2023-06-03 18:59,3,108300,종이쇼핑백(소);싸이닉 엔조이 슈퍼 마일드 선 매가행사;에스트라 아토베리어365 하이 매가행사;에스트라 아토베리어365 로션 매가행사;라운드어라운드 그린티 약산성 매가행사 ,
