TRAVEL_ID,VISIT_AREA_ID,TOUR_PHOTO_SEQ,PHOTO_FILE_ID,PHOTO_FILE_NM,PHOTO_FILE_FRMAT,PHOTO_FILE_DT,PHOTO_FILE_SAVE_PATH,PHOTO_FILE_RESOLUTION,PHOTO_FILE_X_COORD,PHOTO_FILE_Y_COORD,VISIT_AREA_NM
f_f006888,2308160003,0,f00688801002p0001,f00688801002p0001.jpg,jpg,2023-08-16 11:33:16,/photo/,2992x2992,129.34475789972,35.377458799722,
f_f006888,2308160005,0,f00688801003p0001,f00688801003p0001.jpg,jpg,2023-08-16 12:48:50,/photo/,2992x2992,129.38111929972,35.5028767,
f_f006888,2308160007,0,f00688801006p0001,f00688801006p0001.jpg,jpg,2023-08-16 14:41:05,/photo/,2992x2992,129.36748199972,35.503194499722,
f_f005686,2308170007,0,f00568601007p0001,f00568601007p0001.jpg,jpg,2023-08-17 18:04:40,/photo/,4032x3024,128.90734722222,37.791338888889,
f_f005686,2308180002,0,f00568602003p0001,f00568602003p0001.jpg,jpg,2023-08-18 12:10:10,/photo/,4032x3024,128.83381666667,37.879688888889,
f_f007571,2308180006,0,f00757101005p0001,f00757101005p0001.jpg,jpg,2023-08-18 09:25:02,/photo/,4000x3000,129.0326831,37.691338299722,
f_f007889,2308180006,0,f00788901005p0001,f00788901005p0001.jpg,jpg,2023-08-18 13:07:02,/photo/,4032x3024,128.87860219972,37.779466499722,
f_f007571,2308180008,0,f00757101007p0001,f00757101007p0001.jpg,jpg,2023-08-18 11:39:05,/photo/,4000x3000,128.8337908,37.879562399722,
f_f007571,2308180015,0,f00757101014p0001,f00757101014p0001.jpg,jpg,2023-08-18 20:25:13,/photo/,4000x3000,128.90943089972,37.802542199722,
f_f006605,2308190002,0,f00660501003p0001,f00660501003p0001.jpg,jpg,2023-08-19 17:24:51,/photo/,4000x3000,128.96756479972,35.0435328,
f_f008076,2308190002,0,f00807602003p0001,f00807602003p0001.jpg,jpg,2023-08-19 11:12:03,/photo/,3024x4032,128.32553055556,37.583716666667,
f_f007571,2308190004,0,f00757102004p0001,f00757102004p0001.jpg,jpg,2023-08-19 12:58:07,/photo/,3000x4000,128.87993359972,37.7790752,
f_f006481,2308200004,0,f00648102005p0001,f00648102005p0001.jpg,jpg,2023-08-20 14:51:32,/photo/,4000x3000,127.69911039972,37.885078399722,
f_f007260,2308200004,0,f00726001005p0001,f00726001005p0001.jpg,jpg,2023-08-20 10:17:43,/photo/,3024x4032,128.84771666667,37.868186111111,
f_f009188,2308200005,0,f00918801005p0001,f00918801005p0001.jpg,jpg,2023-08-20 14:55:33,/photo/,4032x3024,128.15158241389,35.207416036111,
f_f007260,2308200006,0,f00726001006p0001,f00726001006p0001.jpg,jpg,2023-08-20 11:53:29,/photo/,4032x3024,129.0121,37.708083333333,
f_f007260,2308200007,0,f00726001007p0001,f00726001007p0001.jpg,jpg,2023-08-20 14:56:04,/photo/,4032x3024,128.94920277778,37.772091666667,
f_f008182,2308210003,0,f00818201003p0001,f00818201003p0001.jpg,jpg,2023-08-22 11:11:28,/photo/,4032x3024,128.72529722222,38.021344444444,
f_f007260,2308210008,0,f00726002009p0001,f00726002009p0001.jpg,jpg,2023-08-21 18:39:04,/photo/,3024x4032,128.94738888889,37.772822222222,
f_f010564,2308220002,0,f01056401002p0001,f01056401002p0001.jpg,jpg,2023-08-22 17:44:27,/photo/,3024x3024,128.82919269972,35.1812891,
f_f009182,2308220004,0,f00918201004p0001,f00918201004p0001.jpg,jpg,2023-08-22 09:42:33,/photo/,3024x3024,128.5673127,37.7871863,
f_f009182,2308220005,0,f00918201005p0001,f00918201005p0001.jpg,jpg,2023-08-22 12:25:30,/photo/,3024x3024,128.55890439972,37.7848011,
f_f008862,2308220008,0,f00886201099p0001,f00886201099p0001.jpg,jpg,2023-08-22 19:53:26,/photo/,4032x3024,128.58738611111,38.201605555556,
f_f009182,2308220008,0,f00918201008p0001,f00918201008p0001.jpg,jpg,2023-08-22 18:07:15,/photo/,4032x3024,127.3769549,37.5206457,
f_f008079,2308230003,0,f00807901003p0001,f00807901003p0001.jpg,jpg,2023-08-23 16:18:12,/photo/,4032x3024,127.21755277778,38.079916666667,
f_f008079,2308230004,0,f00807901004p0001,f00807901004p0001.jpg,jpg,2023-08-23 17:37:30,/photo/,3024x4032,127.30211666667,38.168819444444,
f_f011221,2308230004,0,f01122101005p0001,f01122101005p0001.jpg,jpg,2023-08-23 13:21:42,/photo/,3024x4032,129.20985277778,35.838447222222,
f_f008079,2308230005,0,f00807901099p0001,f00807901099p0001.jpg,jpg,2023-08-23 19:05:23,/photo/,2268x4032,127.46222777778,38.155994444444,
f_f011221,2308230007,0,f01122101007p0001,f01122101007p0001.jpg,jpg,2023-08-23 17:26:48,/photo/,4032x3024,129.31144722222,35.801330555556,
f_f008079,2308240001,0,f00807902002p0001,f00807902002p0001.jpg,jpg,2023-08-24 11:37:57,/photo/,3024x3024,127.44756944444,38.094658333333,
f_f009257,2308240006,0,f00925701005p0001,f00925701005p0001.jpg,jpg,2023-08-24 12:08:05,/photo/,4032x3024,129.21021944444,35.839008333333,
f_f010099,2308240006,0,f01009901005p0001,f01009901005p0001.jpg,jpg,2023-08-24 19:03:10,/photo/,4032x3024,129.04377777778,35.079880555556,
f_f009257,2308240007,0,f00925701006p0001,f00925701006p0001.jpg,jpg,2023-08-24 12:41:34,/photo/,4032x3024,129.210525,35.838311111111,
f_f006004,2308240011,0,f00600401011p0001,f00600401011p0001.jpg,jpg,2023-08-24 21:02:31,/photo/,4032x3024,129.21794166667,35.828405555556,
f_f006004,2308250002,0,f00600402003p0001,f00600402003p0001.jpg,jpg,2023-08-25 13:59:41,/photo/,4032x3024,129.21246388889,35.837916666667,
f_f006004,2308250003,0,f00600402004p0001,f00600402004p0001.jpg,jpg,2023-08-25 14:15:09,/photo/,4032x3024,129.21655277778,35.834919444444,
f_f010099,2308250003,0,f01009902004p0001,f01009902004p0001.jpg,jpg,2023-08-25 15:01:43,/photo/,3024x4032,129.02076666667,35.063161111111,
f_f010778,2308250003,0,f01077801002p0001,f01077801002p0001.jpg,jpg,2023-08-25 10:05:42,/photo/,4032x3024,128.48835879972,34.8925032,
f_f012204,2308250003,0,f01220401002p0001,f01220401002p0001.jpg,jpg,2023-08-25 14:46:19,/photo/,3024x4032,128.72024444444,35.714288888889,
f_f006004,2308250004,0,f00600402005p0001,f00600402005p0001.jpg,jpg,2023-08-25 17:10:01,/photo/,3024x4032,129.20892222222,35.838761111111,
f_f007878,2308250004,0,f00787802004p0001,f00787802004p0001.jpg,jpg,2023-08-25 16:18:33,/photo/,4032x3024,128.94718888889,37.773394444444,
f_f010778,2308250004,0,f01077801003p0001,f01077801003p0001.jpg,jpg,2023-08-25 12:26:11,/photo/,4032x3024,127.8274736,35.436652,
f_f012204,2308250004,0,f01220401003p0001,f01220401003p0001.jpg,jpg,2023-08-25 15:28:26,/photo/,3520x1980,128.70909166667,35.635116666667,
f_f012222,2308250005,0,f01222201005p0001,f01222201005p0001.jpg,jpg,2023-08-25 11:57:35,/photo/,4032x3024,128.62341388889,38.130802777778,
f_f010778,2308250006,0,f01077801005p0001,f01077801005p0001.jpg,jpg,2023-08-25 14:36:24,/photo/,4032x3024,127.828393,35.4428758,
f_f010778,2308250007,0,f01077801006p0001,f01077801006p0001.jpg,jpg,2023-08-25 14:56:26,/photo/,4032x3024,127.8712215,35.399074699722,
f_f010778,2308250008,0,f01077801007p0001,f01077801007p0001.jpg,jpg,2023-08-25 16:13:25,/photo/,4608x2184,127.95828609972,35.290464599722,
f_f010778,2308250009,0,f01077801008p0001,f01077801008p0001.jpg,jpg,2023-08-25 16:46:17,/photo/,4032x3024,127.9662823,35.2769065,
f_f010978,2308250013,0,f01097801012p0001,f01097801012p0001.jpg,jpg,2023-08-25 19:35:36,/photo/,4032x3024,128.62132222222,35.828347222222,
f_f005445,2308260001,0,f00544502002p0001,f00544502002p0001.jpg,jpg,2023-08-26 06:04:20,/photo/,4000x3000,128.759936,37.973625599722,
f_f005445,2308260002,0,f00544502003p0001,f00544502003p0001.jpg,jpg,2023-08-26 06:12:51,/photo/,4000x3000,128.7595297,37.977705299722,
f_f011303,2308260002,0,f01130301002p0001,f01130301002p0001.jpg,jpg,2023-08-26 07:37:04,/photo/,4032x3024,129.19374166667,37.435883333333,
f_f005289,2308260003,0,f00528901004p0001,f00528901004p0001.jpg,jpg,2023-08-26 12:02:26,/photo/,4032x3024,128.67146249972,37.611079799722,
f_f005573,2308260004,0,f00557301006p0001,f00557301006p0001.jpg,jpg,2023-08-26 11:15:21,/photo/,4000x3000,128.1485184,35.5667392,
f_f009462,2308260004,0,f00946201005p0001,f00946201005p0001.jpg,jpg,2023-08-26 12:12:32,/photo/,2992x2992,128.6067676,35.8645574,
f_f011719,2308260004,0,f01171901004p0001,f01171901004p0001.jpg,jpg,2023-08-26 11:56:55,/photo/,3881x2183,128.2662778,35.9431638,
f_f012755,2308260004,0,f01275501004p0001,f01275501004p0001.jpg,jpg,2023-08-26 15:03:58,/photo/,4080x3060,128.5834021,35.865408799722,
f_f006739,2308260005,0,f00673901005p0001,f00673901005p0001.jpg,jpg,2023-08-27 14:15:20,/photo/,2992x2992,128.6061516,38.174208299722,
f_f006926,2308260005,0,f00692601005p0001,f00692601005p0001.jpg,jpg,2023-08-26 13:05:20,/photo/,4032x3024,128.03181388889,37.745927777778,
f_f009462,2308260005,0,f00946201004p0001,f00946201004p0001.jpg,jpg,2023-08-26 11:03:33,/photo/,2992x2992,128.6051318,35.8636087,
f_f010978,2308260005,0,f01097802005p0001,f01097802005p0001.jpg,jpg,2023-08-26 15:20:01,/photo/,3024x4032,128.59081944444,35.866663888889,
f_f008176,2308260006,0,f00817601006p0001,f00817601006p0001.jpg,jpg,2023-08-26 17:50:22,/photo/,3024x3024,129.054483,35.1862635,
f_f009828,2308260006,0,f00982801005p0001,f00982801005p0001.jpg,jpg,2023-08-26 17:35:10,/photo/,4032x3024,129.47706666667,35.748233333333,
f_f011863,2308260006,0,f01186301099p0001,f01186301099p0001.jpg,jpg,2023-08-26 17:17:05,/photo/,4000x2252,128.5672546,37.6827186,
f_f007925,2308260008,0,f00792501010p0001,f00792501010p0001.jpg,jpg,2023-08-26 19:51:14,/photo/,3024x3024,128.6036224,38.189065599722,
f_f012225,2308260008,0,f01222501008p0001,f01222501008p0001.jpg,jpg,2023-08-26 16:43:45,/photo/,4032x3024,129.12149166667,35.156472222222,
f_f005289,2308270001,0,f00528902002p0001,f00528902002p0001.jpg,jpg,2023-08-27 09:47:28,/photo/,4032x3024,128.59232309972,37.731661299722,
f_f006926,2308270001,0,f00692602002p0001,f00692602002p0001.jpg,jpg,2023-08-27 10:16:36,/photo/,4032x3024,128.03196666667,37.745980555556,
f_f008558,2308270002,0,f00855801002p0001,f00855801002p0001.jpg,jpg,2023-08-27 15:54:52,/photo/,4000x3000,128.40345897222,36.017578,
f_f009562,2308270002,0,f00956201002p0001,f00956201002p0001.jpg,jpg,2023-08-27 10:28:03,/photo/,4000x2252,128.57559069972,35.140387799722,
f_f010522,2308270002,0,f01052201002p0001,f01052201002p0001.jpg,jpg,2023-08-27 11:16:39,/photo/,4032x3024,129.03517222222,35.09615,
f_f005289,2308270003,0,f00528902004p0001,f00528902004p0001.jpg,jpg,2023-08-27 14:22:53,/photo/,3024x4032,128.67126519972,37.642469699722,
f_f009201,2308270003,0,f00920101003p0001,f00920101003p0001.jpg,jpg,2023-08-27 15:50:27,/photo/,3024x4032,129.56050277778,35.990569444444,
f_f010785,2308270003,0,f01078501003p0001,f01078501003p0001.jpg,jpg,2023-08-27 14:37:29,/photo/,4032x3024,128.87867777778,35.233988888889,
f_f010443,2308270004,0,f01044301003p0001,f01044301003p0001.jpg,jpg,2023-08-27 20:37:02,/photo/,4032x3024,129.28405833333,35.843055555556,
f_f005573,2308270005,0,f00557302007p0001,f00557302007p0001.jpg,jpg,2023-08-27 16:31:47,/photo/,4000x3000,128.59878399972,35.868649599722,
f_f010522,2308270005,0,f01052201005p0001,f01052201005p0001.jpg,jpg,2023-08-27 14:14:48,/photo/,4032x3024,129.08160277778,35.061261111111,
f_f011303,2308270005,0,f01130302006p0001,f01130302006p0001.jpg,jpg,2023-08-27 18:52:35,/photo/,3024x4032,128.87399444444,37.842566666667,
f_f010337,2308270007,0,f01033702008p0001,f01033702008p0001.jpg,jpg,2023-08-27 17:49:10,/photo/,3024x4032,129.0401,35.115108333333,
f_f010785,2308270007,0,f01078501007p0001,f01078501007p0001.jpg,jpg,2023-08-27 18:45:51,/photo/,4032x3024,128.88992222222,35.252447222222,
f_f012536,2308280003,0,f01253601003p0001,f01253601003p0001.jpg,jpg,2023-08-28 12:00:24,/photo/,3024x3024,128.58949899972,38.2242058,
f_f010784,2308280005,0,f01078401004p0001,f01078401004p0001.jpg,jpg,2023-08-28 18:50:36,/photo/,4032x3024,129.37364166667,36.251911111111,
f_f012536,2308280005,0,f01253601005p0001,f01253601005p0001.jpg,jpg,2023-08-28 14:37:31,/photo/,3024x3024,128.60594219972,38.1870806,
f_f011070,2308280006,0,f01107001006p0001,f01107001006p0001.jpg,jpg,2023-08-28 19:37:26,/photo/,4032x3024,129.082825,35.158019444444,
f_f012536,2308280007,0,f01253601007p0001,f01253601007p0001.jpg,jpg,2023-08-28 15:37:59,/photo/,3024x3024,128.60826819972,38.163892799722,
f_f010875,2308280010,0,f01087501008p0001,f01087501008p0001.jpg,jpg,2023-08-28 15:44:08,/photo/,4032x3024,128.89501944444,37.755119444444,
f_f012536,2308280010,0,f01253601010p0001,f01253601010p0001.jpg,jpg,2023-08-28 18:06:48,/photo/,3024x3024,128.6025949,38.190348499722,
f_f010875,2308280011,0,f01087501009p0001,f01087501009p0001.jpg,jpg,2023-08-28 16:00:02,/photo/,4032x3024,128.89576666667,37.753216666667,
f_f007508,2308290002,0,f00750801002p0001,f00750801002p0001.jpg,jpg,2023-08-29 15:37:15,/photo/,4032x3024,127.68412777778,37.647755555556,
f_f012957,2308290003,0,f01295701003p0001,f01295701003p0001.jpg,jpg,2023-08-29 15:19:33,/photo/,3024x3024,129.0572422,35.1542035,
f_f014170,2308290006,0,f01417001099p0001,f01417001099p0001.jpg,jpg,2023-08-30 05:55:05,/photo/,4032x3024,128.91116388889,37.802105555556,
f_f007508,2308290008,0,f00750801005p0001,f00750801005p0001.jpg,jpg,2023-08-30 13:11:21,/photo/,4032x3024,128.45512222222,38.435680555556,
f_f014175,2308290010,0,f01417501010p0001,f01417501010p0001.jpg,jpg,2023-08-29 14:58:39,/photo/,4032x3024,128.59326111111,38.190463888889,
f_f009530,2308300005,0,f00953002005p0001,f00953002005p0001.jpg,jpg,2023-08-30 13:55:58,/photo/,2268x4032,129.21035833333,35.839047222222,
f_f014163,2308300006,0,f01416301006p0001,f01416301006p0001.jpg,jpg,2023-08-30 17:31:44,/photo/,4032x3024,128.92796388889,37.787394444444,
f_f006895,2308310004,0,f00689502004p0001,f00689502004p0001.jpg,jpg,2023-08-31 16:00:18,/photo/,4032x3024,128.87753333333,37.831241666667,
f_f012624,2308310004,0,f01262401003p0001,f01262401003p0001.jpg,jpg,2023-08-31 13:14:05,/photo/,4032x3024,128.61615,35.8265,
f_f014901,2309010003,0,f01490101002p0001,f01490101002p0001.jpg,jpg,2023-09-01 14:21:46,/photo/,2654x2367,129.21244722222,35.194380555556,
f_f013493,2309020002,0,f01349301002p0001,f01349301002p0001.jpg,jpg,2023-09-02 09:14:46,/photo/,4032x3024,127.5459038,37.701278999722,
f_f011949,2309020003,0,f01194901003p0001,f01194901003p0001.jpg,jpg,2023-09-02 13:26:14,/photo/,4624x3468,128.9667072,37.2196288,
f_f014104,2309020003,0,f01410401003p0001,f01410401003p0001.jpg,jpg,2023-09-02 11:32:13,/photo/,4624x3468,128.44015949972,34.9806578,
f_f015477,2309020003,0,f01547701002p0001,f01547701002p0001.jpg,jpg,2023-09-02 14:23:02,/photo/,3858x2487,127.82315,37.419983333333,
f_f010914,2309020004,0,f01091401003p0001,f01091401003p0001.jpg,jpg,2023-09-02 12:30:16,/photo/,4000x3000,127.7842176,37.9294944,
f_f014104,2309020004,0,f01410401004p0001,f01410401004p0001.jpg,jpg,2023-09-02 14:14:57,/photo/,4624x3468,128.38654919972,34.9712973,
f_f015477,2309020004,0,f01547701003p0001,f01547701003p0001.jpg,jpg,2023-09-02 17:22:34,/photo/,3024x4032,127.82367777778,37.417980555556,
f_f012649,2309020006,0,f01264901005p0001,f01264901005p0001.jpg,jpg,2023-09-02 13:37:58,/photo/,4032x3024,127.680725,37.842647222222,
f_f015285,2309020006,0,f01528501006p0001,f01528501006p0001.jpg,jpg,2023-09-02 18:58:38,/photo/,4032x3024,127.72578611111,37.893188888889,
f_f010914,2309020008,0,f01091401007p0001,f01091401007p0001.jpg,jpg,2023-09-02 18:49:48,/photo/,4000x3000,127.7658624,37.923808,
f_f011949,2309030001,0,f01194902002p0001,f01194902002p0001.jpg,jpg,2023-09-03 09:44:21,/photo/,4624x3468,129.0245237,37.099336399722,
f_f014131,2309030001,0,f01413102002p0001,f01413102002p0001.jpg,jpg,2023-09-03 10:22:04,/photo/,4000x2252,128.72229939972,37.476833599722,
f_f014104,2309030002,0,f01410402003p0001,f01410402003p0001.jpg,jpg,2023-09-03 11:18:53,/photo/,4624x3468,128.40835839972,35.0584101,
f_f007188,2309050001,0,f00718802002p0001,f00718802002p0001.jpg,jpg,2023-09-05 15:02:18,/photo/,4000x2252,128.0707007,35.5488422,
f_f014045,2309050004,0,f01404501004p0001,f01404501004p0001.jpg,jpg,2023-09-05 09:05:38,/photo/,4032x3024,128.60330669972,38.190497399722,
f_f014045,2309050005,0,f01404501006p0001,f01404501006p0001.jpg,jpg,2023-09-05 09:45:04,/photo/,4032x3024,128.60073239972,38.1940523,
f_f016105,2309050007,0,f01610501007p0001,f01610501007p0001.jpg,jpg,2023-09-05 15:23:36,/photo/,4032x3024,129.11987222222,35.154144444444,
f_f014045,2309050011,0,f01404501011p0001,f01404501011p0001.jpg,jpg,2023-09-05 17:42:35,/photo/,4032x3024,128.58538039972,38.191279899722,
f_f012639,2309070004,0,f01263901003p0001,f01263901003p0001.jpg,jpg,2023-09-07 13:27:30,/photo/,4032x3024,129.06616111111,35.153647222222,
f_f012639,2309070005,0,f01263901004p0001,f01263901004p0001.jpg,jpg,2023-09-07 14:11:51,/photo/,4032x3024,129.06603888889,35.155319444444,
f_f015367,2309080003,0,f01536701003p0001,f01536701003p0001.jpg,jpg,2023-09-08 14:50:26,/photo/,4000x2252,129.21192959972,35.8352128,
f_f016391,2309080009,0,f01639101009p0001,f01639101009p0001.jpg,jpg,2023-09-08 17:57:55,/photo/,4000x3000,129.22444049972,35.8338941,
f_f009756,2309090002,0,f00975601002p0001,f00975601002p0001.jpg,jpg,2023-09-09 10:07:51,/photo/,4000x3000,128.56046079722,35.841964797222,
f_f015319,2309090003,0,f01531901003p0001,f01531901003p0001.jpg,jpg,2023-09-09 14:12:54,/photo/,4032x3024,129.19880555556,35.858711111111,
f_f015610,2309090008,0,f01561001007p0001,f01561001007p0001.jpg,jpg,2023-09-09 16:21:03,/photo/,4032x3024,128.07411111111,36.771097222222,
f_f015610,2309090010,0,f01561001009p0001,f01561001009p0001.jpg,jpg,2023-09-09 18:26:00,/photo/,4032x3024,128.1409,36.655447222222,
f_f012976,2309100004,0,f01297602006p0001,f01297602006p0001.jpg,jpg,2023-09-10 14:48:32,/photo/,4032x3024,128.90023888889,37.753425,
f_f014097,2309100004,0,f01409702004p0001,f01409702004p0001.jpg,jpg,2023-09-10 13:22:28,/photo/,4032x3024,127.89969722222,34.764961111111,
f_f014097,2309100005,0,f01409702005p0001,f01409702005p0001.jpg,jpg,2023-09-10 14:00:53,/photo/,4032x3024,127.89320277778,34.725658333333,
f_f006520,2309100006,0,f00652001005p0001,f00652001005p0001.jpg,jpg,2023-09-10 10:10:28,/photo/,3024x3024,129.03909166667,35.115433333333,
f_f006520,2309100009,0,f00652001009p0001,f00652001009p0001.jpg,jpg,2023-09-10 17:17:43,/photo/,3024x3024,129.15684444444,35.158816666667,
f_f012946,2309100009,0,f01294601008p0001,f01294601008p0001.jpg,jpg,2023-09-10 16:33:16,/photo/,4032x3024,129.22384722222,35.833063888889,
f_f012889,2309100010,0,f01288901009p0001,f01288901009p0001.jpg,jpg,2023-09-10 13:51:33,/photo/,4032x3024,129.22635669972,35.834610099722,
f_f012889,2309100013,0,f01288901012p0001,f01288901012p0001.jpg,jpg,2023-09-10 16:07:10,/photo/,3024x4032,129.2193195,35.834359999722,
